informasjonstype,navn,ingress,beskrivelse,kontekstavhengig_beskrivelse,normeringsniva,eif_niva,status,samhandlingstjenester,ansvarlig,dokumenttype,referanse_lenketekst,referanse_url
"Lov ","Pasientjournalloven",,"Både personopplysningsloven (personvernforordningen), pasientjournalloven og til dels pasient- og brukerrettighetsloven regulerer behandling av person- og helseopplysninger. Pasientjournalloven er den sentrale loven når det gjelder regulering av virksomhetenes behandling av helseopplysninger i forbindelse med ytelse av helsehjelp","Pasientens journaldokumenter: Samhandlingstjenesten pasientens journaldokumenter gir helsepersonell med tjenstlig behov innsyn i utvalgte dokumenter på tvers av helsevirksomheter. Dokumentene tilgjengeliggjøres via kjernejournal på bakgrunn av informasjonselementet referanser til ytterligere informasjon i kjernejournal, men selve dokumentene er ikke en del av kjernejournal. Det er derfor særlig §§ 13 om nasjonal kjernejournal og 19 om helseopplysninger ved helsehjelp som er relevante for denne samhandlingstjenesten. Regelverket som regulerer kjernejournal setter den ytre ramme for dokumentdelingen, herunder til hvilket formål det kan gjøres oppslag til. Det rettslige grunnlaget for å gi helsepersonellet innsyn i selve dokumentene er pasientjournalloven § 19, jf. helsepersonelloven § 45. § 19 fastsetter blant annet at helsevirksomheter, innen rammen av taushetsplikten, plikter å sørge for at relevante og nødvendige opplysninger er tilgjengelige for helsepersonell som trenger dem for å ute helsehjelp. Det er imidlertid virksomheten som bestemmer hvordan opplysningene skal gjøres tilgjengelige, og det er et krav at dette gjøres på en måte som tilfredsstiller informasjonssikkerheten. For virksomheter som tilgjengeliggjør dokumenter i samhandlingstjenesten pasientens journaldokumenter, har disse virksomhetene valgt å benytte denne tjenesten som metode for å tilgjengeliggjøre de aktuelle dokumentene. Det er virksomheten som tilgjengeliggjør, som har ansvaret for at vilkårene for tilgjengeliggjøringen er oppfylt. Pasientens legemiddelliste: Pasientens legemiddelliste kan inngå i Reseptformidleren.&nbsp;Rettslig grunnlag for Reseptformidleren er pasientjournalloven § 12. Pasientens kritiske informasjon: For informasjonstjenesten Pasientens kritiske informasjon er hovedvilkåret for tilgang at helsepersonell må ha &quot;tjenstlig behov&quot; for pasientens kritiske opplysninger. Kravet til tjenstlig behov fremgår av pasientjournalloven § 13 fjerde ledd. Bestemmelsen er et unntak fra lovbestemt taushetsplikt og gjør det lovlig å tilegne seg helseopplysninger fra kjernejournal gjennom tjenesten Pasientens kritiske informasjon. I tillegg til kravet til tjenstlig behov, må helsepersonell som hovedregel innhente pasientens samtykke for å kunne gjøre oppslag i den konkrete kjernejournalen. Pasientens måledata: Både personopplysningsloven (personvernforordningen), pasientjournalloven og til dels pasient- og brukerrettighetsloven regulerer behandling av person- og helseopplysninger. Pasientjournalloven er den sentrale loven når det gjelder regulering av virksomhetenes behandling av helseopplysninger i forbindelse med ytelse av helsehjelp. Tiltaket Pasientens måledata skal samle og tilgjengeliggjøre medisinske måledata for pasienter som er i behandling og har tett oppfølging av ulike aktører på tvers av helse- og omsorgstjenesten. Tjenesten skal sikre helsepersonell enkel tilgang til oppdatert informasjon om pasientens status og dermed skape bedre informasjonsflyt på tvers av helsepersonell og ulike helsevirksomheter som samarbeider om en pasient.Det rettslige grunnlaget for å tilgjengeliggjøre måledata er pasientjournalloven § 19 jf. helsepersonelloven § 45. Etter pasientjournalloven § 19 skal helsevirksomheter, innen rammen av taushetsplikten, sørge for at relevante og nødvendige opplysninger er tilgjengelige for helsepersonell som trenger dem for å yte helsehjelp. Det er virksomheten som bestemmer hvordan opplysningene skal gjøres tilgjengelige, og det er et krav at dette gjøres på en måte som tilfredsstiller informasjonssikkerheten. Pasientens prøvesvar: Det følger av pasientjournalloven § 13 fjerde ledd at helsepersonell som har tjenstlig behov kan få tilgang til opplysninger om pasienten i kjernejournal. Dette inkluderer Pasientens prøvesvar. Bestemmelsen er et unntak fra lovbestemt taushetsplikt. I tillegg til kravet til tjenstlig behov, må helsepersonell som hovedregel innhente pasientens samtykke for å kunne gjøre oppslag i den konkrete kjernejournalen.",,"Juridisk","Eksisterer","Pasientens journaldokumenter, Pasientens kritiske informasjon, Pasientens prøvesvar, Pasientens legemiddelliste, Pasientens måledata","Helse- og omsorgsdepartementet",,"Lov om behandling av helseopplysninger ved ytelse av helsehjelp (pasientjournalloven) (lovdata.no)","https://lovdata.no/dokument/NL/lov/2014-06-20-42?q=pasientjournalloven"
"Forskrift ","Kjernejournalforskriften",,"Forskriften er hjemlet i pasientjournalloven § 13. Forskriften gir nærmere bestemmelser om nasjonal kjernejournal, og det følger av forskriften § 4 hvilke opplysninger kjernejournal kan inneholde. Dette omfatter blant annet kritisk informasjon , laboratorie- og bildediagnostiske prøvesvar, samt referanser til ytterligere informasjon, for eksempel til epikriser.","Pasientens legemiddelliste: Pasientens legemiddelliste i Reseptformidleren, kan også tilgjengeliggjøres for helsepersonell i Nasjonal kjernejournal jf. kjernejournalforskriften § 7.",,"Juridisk","Eksisterer","Pasientens journaldokumenter, Pasientens kritiske informasjon, Pasientens prøvesvar, Pasientens legemiddelliste","Helse- og omsorgsdepartementet",,"Forskrift om nasjonal kjernejournal (kjernejournalforskriften) (lovdata.no)","https://lovdata.no/dokument/SF/forskrift/2013-05-31-563?q=kjernejournalforskriften"
"Krav og prinsipper ","Tekniske spesifikasjoner for integrasjon mot Pasientens prøvesvar",,"Samleside med spesifikasjoner for leverandørene som ønsker å integrere seg mot Pasientens prøvesvar (PPS) og Personvern og tilgangsstyring (PTS).",,,"Teknisk","Eksisterer","Pasientens prøvesvar","Norsk helsenett (NHN)",,"Tekniske spesifikasjoner for integrasjon mot Pasientens prøvesvar (nhn.no)","https://utviklerportal.nhn.no/informasjonstjenester/kjernejournal/pasientens-proevesvar/kom-i-gang"
"Informasjonslager ","Lager for svarrapporter for pasientens prøvesvar",,"Lager i kjernejournal for svarrapporter til bruk i pasientens prøvesvar.

",,,"Teknisk","Eksisterer","Pasientens prøvesvar","Norsk helsenett (NHN)",,"Teknisk beskrivelse av pasientens prøvesvar (nhn.no)","https://utviklerportal.nhn.no/informasjonstjenester/kjernejournal/pasientens-proevesvar"
"Lov ","Personopplysningsloven",,"Både personopplysningsloven (personvernforordningen), pasientjournalloven og tildels pasient- og brukerrettighetsloven regulerer behandling av person- og helseopplysninger. 

Personopplysningsloven gjennomfører EUs personvernforordning i norsk rett og er den sentrale sektorovergripende loven når det gjelder behandling av personopplysninger. Loven utfyller pasientjournallovens særlige bestemmelser om behandling av helseopplysninger.","Digitalt helsekort for gravide: Behandlingsgrunnlaget for behandling av personopplysninger om gravide i den tekniske utprøvingen av digitalt helsekort for gravide, er samtykke fra den gravide etter personvernforordningen artikkel 6 nr. 1 og artikkel 9 nr. 2 bokstav a. Behandlingsansvarligansvarlig etter personvernforordningen artikkel 4 nr. 7 for behandling av personopplysningene i den tekniske utprøvingen er Norsk helsenett SF.",,"Juridisk","Eksisterer","Pasientens journaldokumenter, Pasientens kritiske informasjon, Pasientens prøvesvar, Pasientens legemiddelliste, Pasientens måledata, Digitalt helsekort for gravide","Justis- og beredskapsdepartementet",,"Lov om behandling av personopplysninger (personopplysningsloven) (lovdata.no)","https://lovdata.no/dokument/NL/lov/2018-06-15-38?q=personopplysningsloven"
"Krav og prinsipper ","Begrepsdefinisjoner for tilgangsbegrensning mv. i behandlingsrettede helseregistre",,"Formålet med begrepsdefinisjonene er enhetlig bruk av begreper for tilgangsbegrensning i behandlingsrettede helseregistre, herunder EPJ-systemer og nasjonale e?helseløsninger.",,,"Organisatorisk, Semantisk","Eksisterer","Pasientens prøvesvar","Helsedirektoratet","HITS","Begrepsdefinisjoner for tilgangsbegrensning mv. i behandlingsrettede helseregistre","https://www.helsedirektoratet.no/veiledere/begrepsdefinisjoner-for-tilgangsbegrensning-mv.i-behandlingsrettede-helseregistre"
"Teknisk grensesnitt ","Integrating the Healthcare Enterprise - Cross-Enterprise Document Sharing (IHE XDS)",,"XDS er en profil for å håndtere dokumentdeling på tvers av virksomheter innen samme samarbeidsområde.",,,"Teknisk","Eksisterer","Pasientens journaldokumenter","Integrating the Healthcare Enterprise (IHE)",,"XDS specification (ihe.net)","https://profiles.ihe.net/ITI/TF/Volume1/ch-10.html"
"Samhandlingskomponent ","Personvern og tilgangsstyring (PTS)",,"Den nasjonale personverntjenesten er en samling og tilgjengeliggjøring av tilgangsbegrensninger, herunder personverninnstillinger. ",,,"Teknisk","Eksisterer","Pasientens prøvesvar","Norsk helsenett (NHN)",,"Personvern og tilgangsstyring (PTS) (nhn.no)","https://utviklerportal.nhn.no/informasjonstjenester/pts/"
"Samhandlingskomponent ","Innbygger-STS (Secure Token Service)",,"Komponent som beskriver hvilken innloggingsløsning innbygger har valgt å bruke",,,"Teknisk","Eksisterer","Pasientens kritiske informasjon, Digitalt helsekort for gravide","Norsk helsenett (NHN)",,"Målarkitektur for datadeling i helse- og omsorgssektoren","https://www.helsedirektoratet.no/faglige-rad/malarkitektur-for-datadeling-i-helse-og-omsorgssektoren/malarkitektur-for-datadeling-i-helse-og-omsorgssektoren.pdf/_/attachment/inline/c896939e-1556-4a68-ad79-fb218d6370eb:37a01f4b4eb932b51b3cd8d50d9b8b02a2555732/Målarkitektur%20for%20datadeling%20i%20helse-%20og%20omsorgssektoren.pdf"
"Krav og prinsipper ","Veileder for åpne API i helse- og omsorgsektoren",,"Veilederen gir føringer og anbefalinger om hva som definerer et API som åpent. Dette gjør det enklere for sektoren å gjøre sine API åpne for andre, sette krav om åpne API ved bestillinger til leverandører og gjør det lettere for leverandører å markedsføre produktene sine med åpne API",,,"Organisatorisk, Teknisk","Eksisterer","Pasientens kritiske informasjon, Pasientens legemiddelliste, Digitalt helsekort for gravide","Helsedirektoratet","HITR","Veileder for åpne API i helse- og omsorgsektoren","https://www.helsedirektoratet.no/rapporter/veileder-for-apne-api-i-helse-og-omsorgssektoren/Veileder%20for%20%C3%A5pne%20API%20i%20helse-%20og%20omsorgssektoren%20HITR-1229-2020.pdf/_/attachment/inline/61f9030b-6da9-45d9-bfec-e948a3883f75:9927bb092a892ff3f0f80cf4f6d5a41980cacdd1/Veileder%20for%20%C3%A5pne%20API%20i%20helse-%20og%20omsorgssektoren%20HITR-1229-2020.pdf"
"Krav og prinsipper ","Referansearkitektur for datadeling",,"Referansearkitektur for datadeling er en av flere referansearkitekturer innen elektronisk samhandling i helse- og omsorgssektoren",,"Nasjonale faglige råd","Organisatorisk, Semantisk, Teknisk","Eksisterer","Pasientens kritiske informasjon, Digitalt helsekort for gravide","Helsedirektoratet","HITR","Referansearkitektur for datadeling","https://www.helsedirektoratet.no/faglige-rad/referansearkitektur-for-datadeling/referansearkitektur-for-datadeling.pdf/_/attachment/inline/83b90a46-dd31-46ec-80fc-bbf886c4cfa4:c6974e511e5ef3093716e9f0d93287d4fead977f/Referansearkitektur%20for%20datadeling.pdf"
"Krav og prinsipper ","Målarkitektur for datadeling",,"Målarkitekturen beskriver hvilke egenskaper og funksjoner som er nødvendige for å oppnå datadeling i sektoren samt hvilke felleskomponenter som sektoren ønsker skal etableres/videreutvikles.",,"Nasjonale faglige råd","Organisatorisk, Semantisk, Teknisk","Eksisterer","Pasientens kritiske informasjon, Digitalt helsekort for gravide","Helsedirektoratet","HITR","Målarkitektur for datadeling i helse- og omsorgssektoren","https://www.helsedirektoratet.no/faglige-rad/malarkitektur-for-datadeling-i-helse-og-omsorgssektoren/malarkitektur-for-datadeling-i-helse-og-omsorgssektoren.pdf/_/attachment/inline/c896939e-1556-4a68-ad79-fb218d6370eb:37a01f4b4eb932b51b3cd8d50d9b8b02a2555732/Målarkitektur%20for%20datadeling%20i%20helse-%20og%20omsorgssektoren.pdf"
"Kodeverk og terminologi ","Norsk laboratoriekodeverk (NLK)",,"Norsk laboratoriekodeverk (NLK) baserer seg på den internasjonale NPU-terminologien (NPU: Nomenclature for Properties and Units) som omfatter koder og terminoloigi for laboratorieundersøkelser i helse- og omsorgstjenesten. NLK er anbefalt nasjonal standard for kommunikasjon av laboratorieanalyser til rekvirenter både i spesialist- og primærhelsetjenesten. I tillegg til NLK, finnes de nasjonale kodeverkene Prøvemateriale, Anatomisk lokalisasjon, Tekstlige resultatverdier og Undersøkelsesmetode. Disse brukes som supplerende informasjon til NLK i meldingsutveksling.",,"Anbefalt standard","Semantisk","Eksisterer","Pasientens prøvesvar, Digitalt helsekort for gravide","Helsedirektoratet",,"Norsk laboratoriekodeverk","https://www.helsedirektoratet.no/standarder/norsk-laboratoriekodeverk-nlk"
"Kodeverk og terminologi ","Norsk klinisk prosedyrekodeverk (NKPK)",,"Norsk klinisk prosedyrekodeverk (NKPK) er et kodeverk som brukes for deling av informasjon om prosedyrer og aktiviteter som utføres i spesialisthelsetjenesten. Kodene dekker fagområdene kirurgi (NCSP), medisin (NCMP) og bildediagnostikk, bildeveiledet intervensjon og nukleærmedisin (NCRP), og kan brukes på tvers av fagområdene",,,"Semantisk","Eksisterer","Digitalt helsekort for gravide",,,"Norsk klinisk prosedyrekodeverk (NKPK)","https://www.helsedirektoratet.no/digitalisering-og-e-helse/helsefaglige-kodeverk/nkpk"
"Kodeverk og terminologi ","ICPC-2: Den internasjonale klassifikasjonen for primærhelsetjenesten",,"Dette kodeverket benyttes for koding av kontaktårsaker, helseproblemer og tiltak.",,"Obligatorisk standard","Semantisk","Eksisterer","Digitalt helsekort for gravide","Helsedirektoratet",,"ICPC-2: Den internasjonale klassifikasjonen for primærhelsetjenesten","https://www.helsedirektoratet.no/digitalisering-og-e-helse/helsefaglige-kodeverk/icpc"
"Kodeverk og terminologi ","ICD-10: Den internasjonale statistiske klassifikasjonen av sykdommer og beslektede helseproblemer",,"Klassifikasjon av sykdommer og beslektede helseproblemer.",,"Obligatorisk standard","Semantisk","Eksisterer","Digitalt helsekort for gravide","Helsedirektoratet",,"ICD-10: Den internasjonale statistiske klassifikasjonen av sykdommer og beslektede helseproblemer","https://www.helsedirektoratet.no/standarder/icd-10-den-internasjonale-statistiske-klassifikasjonen-av-sykdommer-og-beslektede-helseproblemer"
"Nasjonal e-helseløsning ","Helsenorge",,"Helsenorge er den offentlige helseportalen for innbyggere i Norge. Helsenorge.no gir brukere tilgang egen helseinformasjon.",,,"Organisatorisk","Eksisterer","Pasientens journaldokumenter, Pasientens kritiske informasjon, Pasientens prøvesvar, Pasientens legemiddelliste, Digitalt helsekort for gravide","Norsk helsenett (NHN)",,"Om Helsenorge (nhn.no)","https://www.nhn.no/tjenester/helsenorge"
"Nasjonal e-helseløsning ","Kjernejournal",,"Kjernejournal er en digital løsning for deling av pasientenes helseopplysninger på tvers av virksomheter og nivåer i helsevesenet.",,,"Organisatorisk","Eksisterer","Pasientens journaldokumenter, Pasientens kritiske informasjon, Pasientens prøvesvar, Pasientens legemiddelliste, Digitalt helsekort for gravide","Norsk helsenett (NHN)",,"Om kjernejournal (nhn.no)","https://www.nhn.no/tjenester/kjernejournal"
